hotel_class,region_id,url,phone,details,address,type,id,name
5.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98952-Reviews-Four_Seasons_Hotel_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1300 Lamar Street', 'postal-code': '77010', 'locality': 'Houston'}",hotel,98952,Four Seasons Hotel Houston
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1158926-Reviews-Hilton_Garden_Inn_Houston_Energy_Corridor-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '12245 Katy Freeway', 'postal-code': '77079', 'locality': 'Houston'}",hotel,1158926,Hilton Garden Inn Houston Energy Corridor
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d282699-Reviews-Hilton_Americas_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1600 Lamar', 'postal-code': '77010', 'locality': 'Houston'}",hotel,282699,Hilton Americas - Houston
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d239853-Reviews-BEST_WESTERN_PLUS_Downtown_Inn_Suites_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '915 West Dallas', 'postal-code': '77019', 'locality': 'Houston'}",hotel,239853,BEST WESTERN PLUS Downtown Inn & Suites Houston
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d665163-Reviews-Courtyard_by_Marriott_Houston_by_the_Galleria-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2900 Sage Road', 'postal-code': '77056', 'locality': 'Houston'}",hotel,665163,Courtyard by Marriott Houston by the Galleria
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d111618-Reviews-Renaissance_Houston_Hotel_Greenway_Plaza-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '6 Greenway Plaza East', 'postal-code': '77046', 'locality': 'Houston'}",hotel,111618,Renaissance Houston Hotel Greenway Plaza
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99114-Reviews-Westin_Galleria_Houston_Hotel-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '5060 West Alabama Street', 'postal-code': '77056', 'locality': 'Houston'}",hotel,99114,Westin Galleria Houston Hotel
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107924-Reviews-Courtyard_by_Marriott_Houston_Westchase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '9975 Westheimer Rd', 'postal-code': '77042', 'locality': 'Houston'}",hotel,107924,Courtyard by Marriott Houston Westchase
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223151-Reviews-Hampton_Inn_and_Suites_Houston_Medical_Center_Reliant_Park-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1715 Old Spanish Trail', 'postal-code': '77054', 'locality': 'Houston'}",hotel,223151,Hampton Inn and Suites Houston Medical Center - Reliant Park
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223137-Reviews-La_Quinta_Inn_Houston_Northwest-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '11130 Northwest Freeway', 'postal-code': '77092', 'locality': 'Houston'}",hotel,223137,La Quinta Inn Houston Northwest
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d258636-Reviews-Alden_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1117 Prairie Street', 'postal-code': '77002', 'locality': 'Houston'}",hotel,258636,Alden-Houston
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98920-Reviews-Houston_Marriott_Westchase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2900 Briarpark Dr.', 'postal-code': '77042', 'locality': 'Houston'}",hotel,98920,Houston Marriott Westchase
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1236706-Reviews-Super_8_Houston_Hobby_Airport_South-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '10130 Almeda Genoa Road', 'postal-code': '77075', 'locality': 'Houston'}",hotel,1236706,Super 8 Houston Hobby Airport South
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d240436-Reviews-Carefree_Inn_Medical_Center-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '10015 South Main Street', 'postal-code': '77025-5209', 'locality': 'Houston'}",hotel,240436,Carefree Inn Medical Center
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d559491-Reviews-Holiday_Inn_Express_Houston_East-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '11460 East Freeway (I-10 East)', 'postal-code': '77029', 'locality': 'Houston'}",hotel,559491,Holiday Inn Express Houston East
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108148-Reviews-Holiday_Inn_Houston_Intercontinental_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '15222 John F Kennedy Blvd', 'postal-code': '77032', 'locality': 'Houston'}",hotel,108148,Holiday Inn Houston Intercontinental Airport
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99067-Reviews-Four_Points_by_Sheraton_Houston_Memorial_City-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '10655 Katy Freeway', 'postal-code': '77024', 'locality': 'Houston'}",hotel,99067,"Four Points by Sheraton Houston, Memorial City"
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d585164-Reviews-Residence_Inn_Houston_West_Energy_Corridor-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1150 Eldridge Parkway', 'postal-code': '77077', 'locality': 'Houston'}",hotel,585164,Residence Inn Houston West/Energy Corridor
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98987-Reviews-Marriott_Houston_Airport_at_George_Bush_Intercontinental-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '18700 John F. Kennedy Boulevard', 'postal-code': '77032', 'locality': 'Houston'}",hotel,98987,Marriott Houston Airport at George Bush Intercontinental
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108054-Reviews-TownePlace_Suites_Houston_Clear_Lake-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1050 Bay Area Boulevard', 'postal-code': '77058', 'locality': 'Houston'}",hotel,108054,TownePlace Suites Houston Clear Lake
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223158-Reviews-Quality_Inn_Suites_West_Chase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2930 West Sam Houston Parkway South', 'postal-code': '77042', 'locality': 'Houston'}",hotel,223158,Quality Inn & Suites West Chase
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107834-Reviews-Hyatt_Place_Houston_Greenspoint_IAH_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '300 Ronan Park Place', 'postal-code': '77060', 'locality': 'Houston'}",hotel,107834,Hyatt Place Houston/Greenspoint/IAH Airport
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223154-Reviews-Hampton_Inn_Houston_Near_The_Galleria-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '4500 Post Oak Parkway', 'postal-code': '77027', 'locality': 'Houston'}",hotel,223154,Hampton Inn Houston - Near The Galleria
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223164-Reviews-Homewood_Suites_by_Hilton_Houston_Clear_Lake-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '401 Bay Area Blvd.', 'postal-code': '77058', 'locality': 'Houston'}",hotel,223164,Homewood Suites by Hilton Houston - Clear Lake
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223148-Reviews-Baymont_Inn_Suites_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '502 N Sam Houston Parkway East', 'postal-code': '77060', 'locality': 'Houston'}",hotel,223148,Baymont Inn & Suites Houston
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99132-Reviews-Hilton_Houston_Westchase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '9999 Westheimer Road', 'postal-code': '77042-3802', 'locality': 'Houston'}",hotel,99132,Hilton Houston Westchase
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d108150-Reviews-Courtyard_by_Marriott_Houston_Hobby_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '9190 Gulf Freeway', 'postal-code': '77017', 'locality': 'Houston'}",hotel,108150,Courtyard by Marriott Houston Hobby Airport
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223141-Reviews-Comfort_Suites_Westchase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2830 Wilcrest Drive & Westheimer', 'postal-code': '77042', 'locality': 'Houston'}",hotel,223141,Comfort Suites Westchase
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223179-Reviews-Holiday_Inn_Express_Hotel_Suites_Houston_Hwy_59S_Hillcroft-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '6687 Southwest Freeway', 'postal-code': '77074', 'locality': 'Houston'}",hotel,223179,Holiday Inn Express Hotel & Suites Houston Hwy 59S/Hillcroft
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99101-Reviews-Sheraton_North_Houston_at_George_Bush_Intercontinental-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '15700 John F Kennedy Boulevard', 'postal-code': '77032', 'locality': 'Houston'}",hotel,99101,Sheraton North Houston at George Bush Intercontinental
2.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d223149-Reviews-Hampton_Inn_Houston_Hobby_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '8620 Airport Blvd', 'postal-code': '77061', 'locality': 'Houston'}",hotel,223149,Hampton Inn Houston Hobby Airport
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98989-Reviews-DoubleTree_by_Hilton_Houston_Hobby_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '8181 Airport Boulevard', 'postal-code': '77061-4142', 'locality': 'Houston'}",hotel,98989,DoubleTree by Hilton Houston Hobby Airport
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107884-Reviews-Americas_Best_Value_Inn_Suites_Houston_Northwest-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '12170 Northwest Freeway', 'postal-code': '77092', 'locality': 'Houston'}",hotel,107884,Americas Best Value Inn & Suites - Houston/Northwest
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d1514581-Reviews-Park_Inn_by_Radisson_Houston_North-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '500 N Sam Houston Pkwy', 'postal-code': '77060', 'locality': 'Houston'}",hotel,1514581,"Park Inn by Radisson, Houston North"
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98964-Reviews-Holiday_Inn_Houston_Hobby_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '8611 Airport Blvd.', 'postal-code': '77061', 'locality': 'Houston'}",hotel,98964,Holiday Inn Houston Hobby Airport
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99013-Reviews-Baymont_Inn_Houston_Hobby_Airport-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '9902 Gulf Freeway', 'postal-code': '77034', 'locality': 'Houston'}",hotel,99013,Baymont Inn Houston Hobby Airport
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d142353-Reviews-Econo_Lodge_Medical_Center-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '7905 S Main St', 'postal-code': '77025', 'locality': 'Houston'}",hotel,142353,Econo Lodge Medical Center
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d266125-Reviews-Hobby_Inn_and_Suites-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '7775 Airport Blvd', 'postal-code': '77061', 'locality': 'Houston'}",hotel,266125,Hobby Inn and Suites
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d244313-Reviews-Motel_6_Houston_Westchase-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2900 West Sam Houston Parkway South', 'postal-code': '77042', 'locality': 'Houston'}",hotel,244313,Motel 6 Houston - Westchase
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99031-Reviews-America_s_Inn-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '8201 Southwest Freeway', 'postal-code': '77074', 'locality': 'Houston'}",hotel,99031,America's Inn
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d73463-Reviews-Downtowner_Inn_and_Suites-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '8600 Gulf Freeway', 'postal-code': '77017', 'locality': 'Houston'}",hotel,73463,Downtowner Inn and Suites
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d239858-Reviews-Studio_6_Houston_Hobby-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '12700 Featherwood Drive', 'postal-code': '77034', 'locality': 'Houston'}",hotel,239858,Studio 6 Houston-Hobby
1.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98934-Reviews-Knights_Inn_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '12500 North Freeway', 'postal-code': '77060', 'locality': 'Houston'}",hotel,98934,Knights Inn Houston
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d107911-Reviews-Hotel_31_Houston_Near_the_Galleria-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '3131 West Loop South', 'postal-code': '77027', 'locality': 'Houston'}",hotel,107911,Hotel 31 Houston Near the Galleria
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d244314-Reviews-Motel_6_Houston_Reliant_Park-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '3223 South Loop West', 'postal-code': '77025', 'locality': 'Houston'}",hotel,244314,Motel 6 Houston Reliant Park
,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98970-Reviews-Brentwood_Inn-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1300 Nasa Parkway', 'postal-code': '77058', 'locality': 'Houston'}",hotel,98970,Brentwood Inn
3.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d98936-Reviews-Courtyard_by_Marriott_Houston_Brookhollow-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '2504 North Loop West', 'postal-code': '77092', 'locality': 'Houston'}",hotel,98936,Courtyard by Marriott Houston Brookhollow
2.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d240483-Reviews-Super_8_Houston_Brookhollow_NW-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '5655 West 34th Street', 'postal-code': '77092', 'locality': 'Houston'}",hotel,240483,Super 8 Houston / Brookhollow / NW
4.0,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99006-Reviews-Hyatt_Regency_Houston-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '1200 Louisiana Street', 'postal-code': '77002', 'locality': 'Houston'}",hotel,99006,Hyatt Regency Houston
3.5,56003,http://www.tripadvisor.com/Hotel_Review-g56003-d99110-Reviews-The_Lancaster-Houston_Texas.html,,,"{'region': 'TX', 'street-address': '701 Texas Ave.', 'postal-code': '77002', 'locality': 'Houston'}",hotel,99110,The Lancaster
5.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1456411-Reviews-Gansevoort_Park_Avenue_NYC-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '420 Park Avenue South', 'postal-code': '10016', 'locality': 'New York City'}",hotel,1456411,Gansevoort Park Avenue NYC
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1858923-Reviews-Doubletree_Hotel_New_York_City_Financial_District-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '8 Stone St', 'postal-code': '10004', 'locality': 'New York City'}",hotel,1858923,Doubletree Hotel New York City-Financial District
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93517-Reviews-Paramount_Hotel_Times_Square_New_York-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '235 W 46th Street', 'postal-code': '10036', 'locality': 'New York City'}",hotel,93517,Paramount Hotel Times Square New York
3.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93526-Reviews-The_Lexington-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '511 Lexington Avenue', 'postal-code': '10017', 'locality': 'New York City'}",hotel,93526,the Lexington
3.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d673080-Reviews-Holiday_Inn_NYC_Manhattan_6th_Avenue-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '125 West 26th Street', 'postal-code': '10001', 'locality': 'New York City'}",hotel,673080,Holiday Inn NYC - Manhattan 6th Avenue
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d80081-Reviews-Chelsea_Inn_17th_Street-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '46 West 17th Street', 'postal-code': '10011', 'locality': 'New York City'}",hotel,80081,Chelsea Inn - 17th Street
3.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d564851-Reviews-Courtyard_by_Marriott_New_York_Manhattan_Upper_East_Side-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '410 East 92nd Street', 'postal-code': '10128', 'locality': 'New York City'}",hotel,564851,Courtyard by Marriott New York Manhattan / Upper East Side
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d2151571-Reviews-Hotel_Americano-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '518 W 27th St', 'postal-code': '10001', 'locality': 'New York City'}",hotel,2151571,Hotel Americano
2.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93359-Reviews-Econo_Lodge_Times_Square-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '302 West 47th Street', 'postal-code': '10036', 'locality': 'New York City'}",hotel,93359,Econo Lodge Times Square
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93555-Reviews-Sheraton_New_York_Times_Square_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '811 7th Avenue on 53rd Street', 'postal-code': '10019', 'locality': 'New York City'}",hotel,93555,Sheraton New York Times Square Hotel
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1783324-Reviews-Sheraton_Tribeca_New_York_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '370 Canal Street', 'postal-code': '10013', 'locality': 'New York City'}",hotel,1783324,Sheraton Tribeca New York Hotel
4.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93618-Reviews-Waldorf_Astoria_New_York-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '301 Park Avenue', 'postal-code': '10022', 'locality': 'New York City'}",hotel,93618,Waldorf Astoria New York
3.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d99425-Reviews-Radisson_Martinique_on_Broadway-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '49 West 32nd Street', 'postal-code': '10001', 'locality': 'New York City'}",hotel,99425,Radisson Martinique on Broadway
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d122005-Reviews-The_New_Yorker_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '481 Eighth Ave', 'postal-code': '10001', 'locality': 'New York City'}",hotel,122005,The New Yorker Hotel
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93568-Reviews-Algonquin_Hotel_Times_Square_Autograph_Collection-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '59 W 44th St', 'postal-code': '10036', 'locality': 'New York City'}",hotel,93568,"Algonquin Hotel Times Square, Autograph Collection"
3.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d251906-Reviews-The_Wall_Street_Inn-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '9 South William Street', 'postal-code': '10004', 'locality': 'New York City'}",hotel,251906,The Wall Street Inn
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93430-Reviews-70_park_avenue_hotel_a_Kimpton_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '70 Park Avenue', 'postal-code': '10016', 'locality': 'New York City'}",hotel,93430,70 park avenue hotel - a Kimpton Hotel
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93454-Reviews-Crowne_Plaza_Times_Square_Manhattan-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '1605 Broadway', 'postal-code': '10019', 'locality': 'New York City'}",hotel,93454,Crowne Plaza Times Square Manhattan
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d112064-Reviews-Warwick_New_York_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '65 West 54th Street', 'postal-code': '10019', 'locality': 'New York City'}",hotel,112064,Warwick New York Hotel
4.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d217626-Reviews-The_Benjamin-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '125 East 50th Street', 'postal-code': '10022', 'locality': 'New York City'}",hotel,217626,The Benjamin
